"ID","Estadillo","Especie","PosEspIFN2","OcupaIFN2","EstadoIFN2","PosEspIFN3","OcupaIFN3","EstadoIFN3","EdadIFN3","OrgMasaIFN3","PosEspIFN4","OcupaIFN4","EstadoIFN4","EdadIFN4","OrgMasaIFN4","IFN2Num_arb","IFN3Num_arb","IFN4Num_arb","CatRegIFN2","CatRegIFN3","CatRegIFN4"
"1185",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,2,1
"1186",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,1,3
"1187",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,1,2
"1188",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,1,4
"1189",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,4,2
"1190",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,1,2
"1191",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,1,1
"1192",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,4,4
"1193",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,4,1
"1194",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,2,1
"1195",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,2,2
"1196",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,2,4
"1197",534,"21",2,"8","3",1,70,3,40,2,1,70,4,0,2,32,45,30,NA,NA,1
"1198",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,2,4
"1199",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,1,3
"1200",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,2,3
"1201",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,2,1
"1202",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,1,2
"1203",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,2,2
"1204",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,4,3
"1205",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,1,1
"1206",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,4,2
"1207",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,4,4
"1208",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,3,1
"1209",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,4,1
"1210",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,3,4
"1211",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,3,3
"1212",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,1,4
"1213",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,3,2
"1214",536,"25",2,"8","3",1,70,4,40,2,1,70,4,54,2,29,24,25,NA,1,NA
"1215",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,2,2
"1216",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,3,1
"1217",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,3,2
"1218",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,2,3
"1219",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,3,3
"1220",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,1,3
"1221",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,1,2
"1222",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,3,4
"1223",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,1,4
"1224",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,2,1
"1225",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,2,4
"1226",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,1,1
"1227",537,"21",2,"0","3",1,80,4,35,2,1,80,4,0,2,37,39,46,NA,1,NA
"1228",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,1,1
"1229",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,3,3
"1230",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,3,1
"1231",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,1,3
"1232",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,3,2
"1233",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,2,1
"1234",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,2,2
"1235",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,1,2
"1236",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,2,3
"1237",539,"25",NA,NA,NA,1,50,3,40,3,1,40,4,0,3,9,17,17,0,4,4
"1238",539,"26",1,"0","1",2,40,4,40,3,2,40,4,0,3,8,11,9,NA,3,1
"1239",539,"26",2,"4","3",2,40,4,40,3,2,40,4,0,3,8,11,9,NA,3,1
"1240",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,2,2
"1241",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,2,4
"1242",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,2,3
"1243",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,1,1
"1244",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,2,1
"1245",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,3,2
"1246",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,1,4
"1247",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,1,3
"1248",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,3,1
"1249",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,4,3
"1250",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,3,4
"1251",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,3,3
"1252",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,4,4
"1253",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,1,2
"1254",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,4,2
"1255",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,4,1
"1256",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,4,2
"1257",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,4,1
"1258",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,1,3
"1259",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,4,4
"1260",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,1,2
"1261",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,3,2
"1262",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,2,4
"1263",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,1,4
"1264",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,2,2
"1265",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,3,4
"1266",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,2,3
"1267",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,4,3
"1268",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,3,3
"1269",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,1,1
"1270",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,3,1
"1271",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,2,1
"1272",54,"43",2,"4","3",1,40,3,0,1,NA,NA,NA,NA,NA,3,3,NA,3,NA,NA
"1273",542,"21",2,"6","3",1,60,4,0,2,1,60,4,0,2,19,17,15,NA,NA,1
"1274",542,"26",1,"0","2",2,20,4,0,2,2,20,4,0,2,8,7,6,1,NA,NA
"1275",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,3,1
"1276",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,3,3
"1277",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,1,4
"1278",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,1,1
"1279",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,3,4
"1280",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,3,2
"1281",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,1,2
"1282",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,2,4
"1283",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,2,1
"1284",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,1,3
"1285",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,2,2
"1286",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,2,3
"1287",549,"21",2,"8","3",1,60,4,0,3,1,60,4,0,3,31,32,23,NA,NA,1
"1288",549,"21",2,"8","3",1,60,4,0,3,1,60,4,0,3,31,32,23,NA,NA,2
"1289",549,"25",NA,NA,NA,2,20,4,0,3,3,10,4,0,3,2,2,2,NA,NA,2
"1290",549,"43",NA,NA,NA,3,20,3,0,1,2,20,3,0,1,6,6,6,3,1,1
"1291",549,"43",NA,NA,NA,3,20,3,0,1,2,20,3,0,1,6,6,6,3,1,2
"1292",549,"43",NA,NA,NA,3,20,3,0,1,2,20,3,0,1,6,6,6,3,2,1
"1293",549,"43",NA,NA,NA,3,20,3,0,1,2,20,3,0,1,6,6,6,3,2,2
"1294",549,"43",NA,NA,NA,3,20,3,0,1,2,20,3,0,1,6,6,6,3,3,1
"1295",549,"43",NA,NA,NA,3,20,3,0,1,2,20,3,0,1,6,6,6,3,3,2
"1296",553,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1
"1297",553,"25",2,"5","4",1,50,4,0,3,1,50,4,0,3,15,16,18,1,NA,NA
"1298",553,"26",1,"0","1",2,30,4,0,3,2,30,4,0,3,7,6,3,0,NA,NA
"1299",553,"43",NA,NA,NA,3,10,3,0,1,3,10,3,0,1,3,3,4,2,4,2
"1300",553,"43",NA,NA,NA,3,10,3,0,1,3,10,3,0,1,3,3,4,2,4,1
"1301",553,"43",NA,NA,NA,3,10,3,0,1,3,10,3,0,1,3,3,4,2,4,4
"1302",555,"25",NA,NA,NA,2,30,3,20,3,2,40,3,0,3,NA,1,5,0,NA,3
"1303",555,"25",NA,NA,NA,2,30,3,20,3,2,40,3,0,3,NA,1,5,0,NA,2
"1304",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,3,4
"1305",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,3,3
"1306",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,3,1
"1307",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,3,2
"1308",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,4,4
"1309",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,4,3
"1310",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,4,1
"1311",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,4,2
"1312",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,1,4
"1313",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,1,3
"1314",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,1,1
"1315",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,1,2
"1316",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,2,4
"1317",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,2,3
"1318",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,2,1
"1319",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,2,2
"1320",557,"25",2,"8","3",1,70,3,0,2,1,70,4,0,2,17,31,30,NA,NA,2
"1321",557,"43",NA,NA,NA,2,20,3,0,1,2,20,2,0,1,NA,NA,NA,1,2,1
"1322",557,"43",NA,NA,NA,2,20,3,0,1,2,20,2,0,1,NA,NA,NA,1,2,2
"1323",557,"43",NA,NA,NA,2,20,3,0,1,2,20,2,0,1,NA,NA,NA,1,1,1
"1324",557,"43",NA,NA,NA,2,20,3,0,1,2,20,2,0,1,NA,NA,NA,1,1,2
"1325",576,"25",2,"8","3",1,70,3,0,2,1,70,4,0,2,7,35,30,0,NA,NA
"1326",576,"25",1,"7","0",1,70,3,0,2,1,70,4,0,2,7,35,30,0,NA,NA
"1327",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,3,1
"1328",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,3,4
"1329",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,3,3
"1330",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,3,2
"1331",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,1,1
"1332",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,1,4
"1333",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,1,3
"1334",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,1,2
"1335",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,2,1
"1336",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,2,4
"1337",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,2,3
"1338",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,2,2
"1339",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,4,1
"1340",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,4,4
"1341",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,4,3
"1342",576,"43",NA,NA,NA,2,30,2,0,1,2,30,2,0,1,NA,NA,NA,3,4,2
"1343",578,"25",1,"0","1",1,90,4,25,2,1,90,4,0,2,3,14,18,0,1,1
"1344",578,"25",2,"9","2",1,90,4,25,2,1,90,4,0,2,3,14,18,0,1,1
"1345",581,"21",2,"4","3",2,40,4,25,2,2,30,4,0,2,9,25,16,0,NA,NA
"1346",599,"25",1,"7","2",1,60,4,25,2,1,60,4,0,2,10,18,22,0,4,NA
"1347",599,"25",2,"9","3",1,60,4,25,2,1,60,4,0,2,10,18,22,0,4,NA
"1348",599,"43",NA,NA,NA,2,20,3,0,1,2,20,2,0,1,NA,NA,1,3,2,4
"1349",599,"43",NA,NA,NA,2,20,3,0,1,2,20,2,0,1,NA,NA,1,3,3,4
"1350",599,"43",NA,NA,NA,2,20,3,0,1,2,20,2,0,1,NA,NA,1,3,4,4
"1351",599,"43",NA,NA,NA,2,20,3,0,1,2,20,2,0,1,NA,NA,1,3,1,4
"1352",623,"26",1,"0","4",1,100,4,0,3,1,100,4,0,2,22,10,7,NA,1,2
"1353",623,"26",1,"0","4",1,100,4,0,3,1,100,4,0,2,22,10,7,NA,1,1
"1354",623,"26",2,"0","4",1,100,4,0,3,1,100,4,0,2,22,10,7,NA,1,2
"1355",623,"26",2,"0","4",1,100,4,0,3,1,100,4,0,2,22,10,7,NA,1,1
"1356",627,"26",1,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,2,3
"1357",627,"26",1,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,2,1
"1358",627,"26",1,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,2,2
"1359",627,"26",1,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,2,4
"1360",627,"26",1,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,1,3
"1361",627,"26",1,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,1,1
"1362",627,"26",1,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,1,2
"1363",627,"26",1,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,1,4
"1364",627,"26",1,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,2,3
"1365",627,"26",1,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,2,1
"1366",627,"26",1,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,2,2
"1367",627,"26",1,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,2,4
"1368",627,"26",1,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,1,3
"1369",627,"26",1,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,1,1
"1370",627,"26",1,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,1,2
"1371",627,"26",1,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,1,4
"1372",627,"26",2,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,2,3
"1373",627,"26",2,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,2,1
"1374",627,"26",2,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,2,2
"1375",627,"26",2,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,2,4
"1376",627,"26",2,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,1,3
"1377",627,"26",2,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,1,1
"1378",627,"26",2,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,1,2
"1379",627,"26",2,"0","4",1,100,4,0,3,2,50,1,0,1,54,23,16,2,1,4
"1380",627,"26",2,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,2,3
"1381",627,"26",2,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,2,1
"1382",627,"26",2,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,2,2
"1383",627,"26",2,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,2,4
"1384",627,"26",2,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,1,3
"1385",627,"26",2,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,1,1
"1386",627,"26",2,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,1,2
"1387",627,"26",2,"0","4",1,100,4,0,3,1,50,4,0,2,54,23,16,2,1,4
"1388",66,"71",1,"0","3",1,70,4,0,1,1,70,4,0,1,2,4,4,1,NA,1
"1389",66,"71",1,"0","3",1,70,4,0,1,1,70,4,0,1,2,4,4,1,NA,2
"1390",66,"71",2,"3","3",1,70,4,0,1,1,70,4,0,1,2,4,4,1,NA,1
"1391",66,"71",2,"3","3",1,70,4,0,1,1,70,4,0,1,2,4,4,1,NA,2
"1392",69,"21",2,"6","2",1,70,2,10,2,1,70,3,0,2,2,7,11,1,NA,NA
"1393",69,"21",1,"0","1",1,70,2,10,2,1,70,3,0,2,2,7,11,1,NA,NA
"1394",69,"22",NA,NA,NA,3,10,2,10,2,2,20,3,0,2,NA,3,7,NA,4,NA
"1395",69,"43",NA,NA,NA,2,20,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"1396",72,"21",2,"0","3",1,100,3,35,2,1,100,4,0,2,24,32,41,1,NA,NA
"1397",72,"21",1,"0","1",1,100,3,35,2,1,100,4,0,2,24,32,41,1,NA,NA
"1398",90,"378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
"1399",90,"42",NA,NA,NA,NA,NA,NA,NA,NA,1,50,3,0,1,NA,NA,14,NA,NA,2
"1400",90,"42",NA,NA,NA,NA,NA,NA,NA,NA,1,50,3,0,1,NA,NA,14,NA,NA,1
"1401",90,"43",1,"7","0",1,60,3,0,1,3,10,3,0,1,7,14,9,3,1,1
"1402",90,"43",1,"7","0",1,60,3,0,1,3,10,3,0,1,7,14,9,3,2,2
"1403",90,"43",1,"7","0",1,60,3,0,1,3,10,3,0,1,7,14,9,3,1,2
"1404",90,"43",1,"7","0",1,60,3,0,1,3,10,3,0,1,7,14,9,3,2,1
"1405",90,"43",1,"7","0",1,60,3,0,1,3,10,3,0,1,7,14,9,3,4,2
"1406",90,"43",1,"7","0",1,60,3,0,1,3,10,3,0,1,7,14,9,3,4,1
"1407",90,"43",2,"7","3",1,60,3,0,1,3,10,3,0,1,7,14,9,3,1,1
"1408",90,"43",2,"7","3",1,60,3,0,1,3,10,3,0,1,7,14,9,3,2,2
"1409",90,"43",2,"7","3",1,60,3,0,1,3,10,3,0,1,7,14,9,3,1,2
"1410",90,"43",2,"7","3",1,60,3,0,1,3,10,3,0,1,7,14,9,3,2,1
"1411",90,"43",2,"7","3",1,60,3,0,1,3,10,3,0,1,7,14,9,3,4,2
"1412",90,"43",2,"7","3",1,60,3,0,1,3,10,3,0,1,7,14,9,3,4,1
"1413",90,"71",NA,NA,NA,2,30,3,0,1,2,20,3,0,1,4,7,8,3,1,2
"1414",90,"71",NA,NA,NA,2,30,3,0,1,2,20,3,0,1,4,7,8,3,2,1
"1415",90,"71",NA,NA,NA,2,30,3,0,1,2,20,3,0,1,4,7,8,3,1,1
"1416",90,"71",NA,NA,NA,2,30,3,0,1,2,20,3,0,1,4,7,8,3,2,2
"1417",90,"71",NA,NA,NA,2,30,3,0,1,2,20,3,0,1,4,7,8,3,2,3
"1418",90,"71",NA,NA,NA,2,30,3,0,1,2,20,3,0,1,4,7,8,3,4,1
"1419",90,"71",NA,NA,NA,2,30,3,0,1,2,20,3,0,1,4,7,8,3,1,3
"1420",90,"71",NA,NA,NA,2,30,3,0,1,2,20,3,0,1,4,7,8,3,4,3
"1421",90,"71",NA,NA,NA,2,30,3,0,1,2,20,3,0,1,4,7,8,3,4,2
"1422",94,"21",1,"0","1",1,100,3,30,2,1,100,4,0,2,14,46,59,0,NA,NA
"1423",94,"21",2,"0","3",1,100,3,30,2,1,100,4,0,2,14,46,59,0,NA,NA
